chrom	exonCount	exonStarts	exonEnds	name2
chr3	18	"105655460,105670232,105678430,105681478,105681723,105685319,105693493,105702093,105703987,105720046,105734008,105737170,105740493,105745916,105751461,105853413,105867409,105868911,"	"105659229,105670352,105678571,105681610,105681818,105685466,105693588,105702459,105704173,105720250,105734140,105737258,105740631,105746038,105751618,105853664,105867591,105869043,"	CBLB
chr3	21	"105655460,105670232,105671023,105672336,105678430,105681478,105681723,105685319,105693493,105702093,105703987,105720046,105734008,105737170,105740493,105745916,105751461,105776395,105853413,105867409,105869336,"	"105659229,105670352,105671046,105672462,105678571,105681610,105681818,105685466,105693588,105702459,105704173,105720250,105734140,105737258,105740631,105746038,105751618,105776542,105853664,105867591,105869422,"	CBLB
chr3	18	"105655460,105670232,105678430,105681723,105685319,105693493,105702093,105703987,105720046,105734008,105737170,105740493,105745916,105751461,105776395,105853413,105867409,105869336,"	"105659229,105670352,105678571,105681818,105685466,105693588,105702459,105704173,105720250,105734140,105737258,105740631,105746038,105751618,105776542,105853664,105867591,105869422,"	CBLB
chr3	12	"119821952,119843254,119863418,119866589,119876412,119905754,119912703,119916043,119923372,119947267,120002045,120093346,"	"119826855,119843353,119863605,119866628,119876508,119905852,119912810,119916174,119923483,119947351,120002239,120094417,"	GSK3B
chr3	11	"119821952,119843254,119863418,119876412,119905754,119912703,119916043,119923372,119947267,120002045,120093346,"	"119826855,119843353,119863605,119876508,119905852,119912810,119916174,119923483,119947351,120002239,120094417,"	GSK3B
chr3	16	"134795256,134925815,134951370,135106447,135132713,135154151,135162017,135165967,135166941,135179859,135192575,135201473,135241147,135248315,135249335,135259011,"	"134795689,134925880,134952052,135106603,135133049,135154276,135162180,135166076,135167006,135179982,135192823,135201689,135241297,135248509,135249491,135260467,"	EPHB1
chr3	13	"138652697,138656141,138657689,138663905,138665035,138681966,138683677,138684624,138688874,138690999,138694785,138698906,138707158,"	"138655526,138656274,138657835,138664029,138665203,138682045,138683787,138684803,138688974,138691143,138694907,138699095,138707621,"	PIK3CB
chr3	22	"138652697,138656141,138657689,138663905,138665035,138681966,138683677,138684624,138688874,138690999,138694785,138698906,138704442,138707158,138712207,138714467,138733360,138734633,138737706,138742557,138755753,138759172,"	"138655526,138656274,138657835,138664029,138665203,138682045,138683787,138684803,138688974,138691143,138694907,138699095,138704493,138707289,138712304,138714719,138733438,138734804,138737886,138742781,138755979,138759359,"	PIK3CB
chr3	47	"142449234,142453127,142457603,142458957,142459226,142461939,142465096,142466323,142467933,142469336,142470085,142485139,142493131,142496360,142497012,142498596,142499626,142503361,142505138,142507930,142512259,142513500,142515394,142519668,142522727,142523992,142535079,142536107,142538481,142540903,142542664,142547724,142549478,142550131,142553226,142553639,142553824,142555876,142556382,142558623,142559250,142560262,142561242,142562231,142566120,142568062,142578645,"	"142449602,142453233,142457755,142459111,142459383,142462090,142465240,142466533,142468068,142469569,142470183,142485282,142493311,142496520,142497192,142498774,142499718,142503453,142505303,142508109,142512470,142513638,142515515,142519784,142522841,142524199,142535205,142536201,142538625,142541034,142542757,142547910,142549673,142550302,142553398,142553740,142554015,142556139,142556575,142558776,142559441,142560454,142561421,142563109,142566261,142568154,142578826,"	ATR
chr3	18	"170222431,170235229,170259968,170263378,170267914,170270420,170273285,170275228,170280226,170281165,170281881,170284460,170291853,170293382,170295910,170297303,170298994,170303039,"	"170222770,170235351,170260058,170263429,170268000,170270561,170273340,170275287,170280403,170281263,170281968,170284596,170291941,170293508,170295990,170297393,170299110,170305982,"	PRKCI
chr3	21	"179148522,179198749,179199689,179201289,179203543,179204502,179209594,179210185,179210430,179218209,179219195,179219570,179219948,179220985,179224080,179224699,179225961,179229271,179230003,179230224,179234093,"	"179148603,179199177,179199899,179201540,179203789,179204588,179209700,179210338,179210565,179218334,179219277,179219735,179220052,179221157,179224187,179224821,179226040,179229442,179230121,179230376,179240093,"	PIK3CA
chr3	2	"10141634,10149786,"	"10142187,10153670,"	VHL
chr3	3	"10141634,10146513,10149786,"	"10142187,10146636,10153670,"	VHL
chr3	7	"12351501,12379703,12381321,12392613,12405881,12416703,12433897,"	"12351674,12379931,12381491,12392752,12406081,12417154,12434356,"	PPARG
chr3	17	"12583600,12584846,12585121,12585680,12587590,12590797,12591707,12599690,12600151,12600387,12604135,12606200,12608765,12609232,12611949,12618514,12663812,"	"12584657,12584981,12585253,12585799,12587637,12590974,12591792,12599808,12600279,12600415,12604289,12606299,12608923,12609335,12612062,12618747,12664201,"	RAF1
chr3	2	"32951573,32953371,"	"32951690,32954911,"	CCR4
chr3	18	"36993349,37000954,37004400,37006990,37008813,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37048516,37048903,37050485,"	"36993663,37001053,37004474,37007063,37008905,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37048609,37049017,37050846,"	MLH1
chr3	17	"36993349,36996618,37000954,37004400,37006990,37008813,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37050485,"	"36993663,36996709,37001053,37004474,37007063,37008905,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37050846,"	MLH1
chr3	19	"36993349,36996618,37000954,37004400,37006990,37008813,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37048516,37048903,37050485,"	"36993663,36996709,37001053,37004474,37007063,37008905,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37048609,37049017,37050846,"	MLH1
chr3	19	"36993776,36996623,37000954,37004400,37006990,37008813,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37048516,37048903,37050485,"	"36993890,36996709,37001053,37004474,37007063,37008905,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37048609,37049017,37050846,"	MLH1
chr3	19	"36993776,36996618,37000954,37004400,37006990,37008813,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37048516,37048903,37050485,"	"36993890,36996709,37001048,37004474,37007063,37008905,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37048609,37049017,37050846,"	MLH1
chr3	18	"36993776,36996618,37000954,37004400,37006990,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37048516,37048903,37050485,"	"36993890,36996709,37001053,37004474,37007063,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37048609,37049017,37050846,"	MLH1
chr3	20	"36993776,36996618,36997155,37000954,37004400,37006990,37008813,37011819,37012010,37014431,37017505,37020309,37025636,37028783,37040185,37042267,37047518,37048516,37048903,37050485,"	"36993890,36996709,36997300,37001053,37004474,37007063,37008905,37011862,37012099,37014544,37017599,37020463,37026007,37028932,37040294,37042331,37047683,37048609,37049017,37050846,"	MLH1
chr3	16	"41199450,41224020,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,41239818,"	"41199670,41224081,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41239354,41240448,"	CTNNB1
chr3	16	"41199450,41224020,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,41239659,"	"41199670,41224081,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41239354,41240448,"	CTNNB1
chr3	15	"41199450,41224020,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,"	"41199670,41224081,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41240448,"	CTNNB1
chr3	6	"49359135,49362495,49368427,49375433,49406711,49411819,"	"49360382,49362626,49368548,49375591,49406806,49412097,"	RHOA
chr3	6	"49359135,49360927,49362495,49368427,49375433,49411819,"	"49360382,49361066,49362626,49368548,49375591,49412097,"	RHOA
chr3	5	"49359135,49362495,49368427,49375433,49411819,"	"49360382,49362626,49368548,49375591,49412097,"	RHOA
chr3	4	"49359135,49362495,49375433,49411819,"	"49360382,49362626,49375591,49412097,"	RHOA
chr3	3	"49359135,49375433,49411819,"	"49360382,49375591,49412097,"	RHOA
chr3	5	"49359135,49362495,49368427,49375460,49411819,"	"49360382,49362626,49368515,49375591,49412097,"	RHOA
chr3	5	"49359135,49362495,49368427,49375433,49411844,"	"49360382,49362626,49368548,49375493,49412097,"	RHOA
chr3	20	"49887001,49889923,49890484,49891196,49891398,49891757,49895166,49895446,49895714,49895960,49896194,49896539,49896728,49897279,49897519,49898050,49898517,49898866,49899074,49902379,"	"49887562,49890060,49890650,49891306,49891580,49891838,49895373,49895548,49895880,49896107,49896404,49896633,49896890,49897416,49897685,49898211,49898688,49898995,49899263,49903637,"	MST1R
chr3	20	"49887001,49889923,49890484,49891196,49891398,49891757,49895230,49895446,49895714,49895960,49896194,49896539,49896728,49897279,49897519,49898050,49898517,49898866,49899074,49902379,"	"49887562,49890060,49890650,49891306,49891580,49891838,49895373,49895548,49895880,49896107,49896404,49896633,49896890,49897416,49897685,49898211,49898688,49898995,49899263,49903637,"	MST1R
chr3	19	"49887001,49889923,49890484,49891196,49891398,49891757,49895166,49895446,49895714,49896194,49896539,49896728,49897279,49897519,49898050,49898517,49898866,49899074,49902379,"	"49887562,49890060,49890650,49891306,49891580,49891838,49895373,49895548,49895880,49896404,49896633,49896890,49897416,49897685,49898211,49898688,49898995,49899263,49903637,"	MST1R
chr3	18	"49887001,49889923,49890484,49891196,49891398,49891757,49895166,49895446,49895714,49895960,49896194,49896539,49896728,49897279,49897519,49898050,49898517,49902379,"	"49887562,49890060,49890650,49891306,49891580,49891838,49895373,49895548,49895880,49896107,49896404,49896633,49896890,49897416,49897685,49898211,49898688,49903637,"	MST1R
chr3	17	"52401003,52402601,52402778,52403137,52403415,52404452,52405109,52405764,52406252,52406828,52407173,52407398,52407957,52408473,52409553,52409713,52409841,"	"52402421,52402674,52402871,52403298,52403894,52404586,52405294,52405912,52406376,52406907,52407316,52407460,52408077,52408606,52409608,52409743,52410105,"	BAP1
chr3	10	"69866223,69879133,69937821,69939097,69941235,69949050,69951829,69956454,69959272,69964846,"	"69866346,69879383,69938049,69939181,69941331,69949168,69951886,69956530,69959420,69968337,"	MITF
chr3	3	"69936599,69937821,69938351,"	"69936755,69938049,69939065,"	MITF
chr3	9	"69936599,69937821,69939097,69941235,69949050,69951829,69956454,69959272,69964846,"	"69936755,69937881,69939181,69941331,69949168,69951886,69956530,69959420,69968337,"	MITF
chr3	9	"69936599,69937821,69939097,69941235,69949050,69951829,69956454,69959272,69964846,"	"69936755,69938049,69939181,69941331,69949168,69951886,69956530,69959420,69968337,"	MITF
chr3	9	"69936599,69937821,69939097,69941235,69949050,69951811,69956454,69959272,69964846,"	"69936755,69938049,69939181,69941331,69949168,69951886,69956530,69959420,69968337,"	MITF
chr3	8	"100709289,100713642,100719974,100728711,100732507,100736575,100744832,100748148,"	"100709431,100713869,100720058,100728858,100732672,100736716,100744931,100748967,"	TFG
chr3	8	"100709330,100713642,100719974,100728711,100732507,100736575,100744832,100748148,"	"100709721,100713869,100720058,100728858,100732672,100736704,100744931,100748967,"	TFG
chr3	8	"100709330,100713642,100719974,100728711,100732507,100736575,100744832,100748148,"	"100709721,100713869,100720058,100728858,100732672,100736716,100744931,100748967,"	TFG
chr3	8	"100709541,100713642,100719974,100728711,100732507,100736575,100744832,100748148,"	"100709588,100713869,100720058,100728858,100732672,100736716,100744931,100748967,"	TFG
chr3	6	"122055361,122103511,122106197,122109264,122118047,122119437,"	"122055503,122103847,122106500,122109408,122118093,122121143,"	CD86
chr3	6	"122055361,122091600,122106197,122109264,122118047,122119437,"	"122055503,122091650,122106500,122109408,122118093,122121143,"	CD86
chr3	7	"122055361,122091600,122103511,122106197,122109264,122118047,122119437,"	"122055503,122091650,122103847,122106500,122109408,122118093,122121143,"	CD86
chr3	6	"122077848,122091600,122103511,122106197,122118047,122119437,"	"122078045,122091650,122103847,122106500,122118093,122121143,"	CD86
chr3	7	"122077848,122091600,122103511,122106197,122109264,122118047,122119437,"	"122078045,122091650,122103847,122106500,122109408,122118093,122121143,"	CD86
chr3	16	"127598356,127599317,127604607,127604895,127606117,127606609,127608381,127608831,127615861,127616867,127617278,127617968,127619026,127620697,127621072,127621662,"	"127598472,127599547,127604783,127605156,127606337,127606817,127608516,127609023,127615955,127617118,127617405,127618081,127619278,127620880,127621228,127622436,"	MCM2
chr3	16	"127598356,127599317,127604607,127604876,127606117,127606609,127608381,127608831,127615861,127616867,127617278,127617968,127619026,127620697,127621072,127621662,"	"127598472,127599547,127604783,127605156,127606337,127606817,127608516,127609023,127615955,127617118,127617405,127618081,127619278,127620880,127621228,127622436,"	MCM2
chr3	6	"128479421,128481818,128483859,128485726,128486802,128487710,"	"128481318,128481902,128484005,128486368,128487076,128487921,"	GATA2
chr3	7	"128479421,128481818,128483859,128485726,128486802,128487710,128488351,"	"128481318,128481944,128484005,128486368,128487076,128487921,128488530,"	GATA2
chr3	6	"128479421,128481818,128483859,128485726,128486802,128492898,"	"128481318,128481944,128484005,128486368,128487076,128493187,"	GATA2
chr3	1	"169764609,"	"169765060,"	TERC
chr3	1	"181711923,"	"181714436,"	SOX2
chr3	13	"186046316,186052029,186057074,186057422,186064416,186065812,186079816,186081045,186105304,186105448,186105624,186105823,186108939,"	"186048860,186052131,186057244,186057491,186064476,186066072,186080104,186081175,186105355,186105496,186105712,186105942,186109112,"	ETV5
chr3	8	"187721376,187724940,187725498,187728359,187729049,187731708,187733532,187734868,"	"187722601,187725078,187725629,187728544,187730021,187731930,187733703,187734907,"	BCL6
chr3	10	"187721376,187724940,187725498,187726730,187728359,187729049,187731708,187733532,187734868,187736089,"	"187722601,187725078,187725629,187726898,187728544,187730021,187731930,187733703,187734907,187736497,"	BCL6
chr3	10	"187721376,187724940,187725498,187726730,187728359,187729049,187731708,187733532,187734868,187745409,"	"187722601,187725078,187725629,187726898,187728544,187730021,187731930,187733703,187734907,187745725,"	BCL6
chr3	14	"195863363,195866888,195867360,195870113,195872275,195878252,195878445,195879048,195882050,195883156,195884811,195886976,195888425,195892410,"	"195864187,195867016,195868709,195870205,195872470,195878347,195878592,195879175,195882328,195883309,195885033,195887047,195888606,195892784,"	TNK2
chr3	15	"195863364,195866888,195867360,195869496,195870113,195872275,195878252,195878445,195879048,195882050,195883156,195884811,195886976,195888425,195895245,"	"195864187,195867016,195868709,195869541,195870205,195872470,195878347,195878592,195879175,195882328,195883309,195885033,195887047,195888606,195895561,"	TNK2
chr3	15	"195863364,195866888,195867168,195867360,195870113,195872275,195878252,195878445,195879048,195882050,195883156,195884811,195886976,195888425,195908484,"	"195864187,195867016,195867258,195868709,195870205,195872470,195878347,195878592,195879175,195882328,195883309,195885033,195887047,195888606,195909009,"	TNK2
chr4	27	"142028027,142082030,142086143,142108092,142112541,142122127,142123291,142124587,142145839,142160357,142173631,142193086,142208424,142208895,142237863,142260491,142270662,142305457,142314711,142402937,142405205,142429172,142431168,142462662,142467956,142725838,142846208,"	"142028914,142082185,142086256,142108190,142112682,142122245,142123415,142124760,142145996,142160561,142173809,142193195,142208529,142209026,142238011,142260564,142270774,142305537,142314762,142403054,142405324,142429217,142431385,142462726,142468055,142725901,142846451,"	INPP4B
chr4	26	"142028027,142082030,142086143,142108092,142112541,142122127,142123291,142124587,142145839,142160357,142173631,142193086,142208424,142208895,142237863,142260491,142270662,142305457,142314711,142402937,142405205,142429172,142431168,142462662,142725838,142846208,"	"142028914,142082185,142086256,142108190,142112682,142122245,142123415,142124760,142145996,142160561,142173809,142193195,142208529,142209026,142238011,142260564,142270774,142305537,142314762,142403054,142405324,142429217,142431385,142462726,142725901,142846451,"	INPP4B
chr4	21	"86935001,86948497,87046165,87046694,87084119,87089983,87091792,87094914,87105627,87105807,87108158,87114366,87125036,87126098,87127025,87127642,87131082,87131792,87132270,87134470,87135579,"	"86935240,86948571,87046286,87047594,87084164,87090070,87091829,87094969,87105682,87105845,87108315,87115299,87125143,87126336,87127117,87127703,87131219,87131864,87132408,87134694,87141054,"	AFF1
chr4	18	"87006987,87084119,87089983,87091792,87094914,87105627,87105807,87108158,87114366,87125036,87126098,87127025,87127642,87131082,87131792,87132270,87134470,87135579,"	"87007424,87084164,87090070,87091829,87094969,87105682,87105845,87108315,87115299,87125143,87126336,87127117,87127703,87131219,87131864,87132408,87134694,87141054,"	AFF1
chr4	20	"87006987,87046165,87046694,87084119,87089983,87091792,87094914,87105627,87105807,87108158,87114366,87125036,87126098,87127025,87127642,87131082,87131792,87132270,87134470,87135579,"	"87007424,87046286,87047594,87084164,87090070,87091829,87094969,87105682,87105845,87108315,87115299,87125143,87126336,87127117,87127703,87131219,87131864,87132408,87134694,87141054,"	AFF1
chr4	20	"87007000,87046165,87046694,87084119,87089983,87091792,87094914,87105627,87105807,87108158,87114366,87125036,87126098,87127025,87127642,87131082,87131792,87132270,87134473,87135579,"	"87007424,87046286,87047594,87084164,87090070,87091829,87094969,87105682,87105845,87108315,87115299,87125143,87126336,87127117,87127703,87131219,87131864,87132408,87134694,87141054,"	AFF1
chr4	21	"168497065,168511422,168668189,168681331,168682997,168685484,168690602,168691268,168709027,168711580,168890921,168894578,168898492,168903756,168913926,168915894,168921533,168924254,168924944,168925232,168926212,"	"168497194,168512412,168668368,168681398,168683103,168685559,168690744,168691292,168709147,168711923,168891057,168894677,168898714,168903906,168914021,168916027,168921741,168924420,168925078,168925278,168928457,"	PALLD
chr4	22	"168497065,168511422,168668189,168681331,168682997,168685484,168690602,168691268,168709027,168711580,168890921,168894578,168896548,168898492,168903756,168913926,168915894,168921533,168924254,168924944,168925232,168926212,"	"168497194,168512412,168668368,168681398,168683103,168685559,168690744,168691292,168709147,168711923,168891057,168894677,168896599,168898714,168903906,168914021,168916027,168921741,168924420,168925078,168925278,168928457,"	PALLD
chr4	19	"168631616,168668189,168681331,168682997,168685484,168690602,168691268,168709027,168711580,168890921,168894578,168898492,168903756,168913926,168915894,168921533,168924254,168924944,168926212,"	"168631900,168668368,168681398,168683103,168685559,168690744,168691292,168709147,168711923,168891057,168894677,168898714,168903906,168914021,168916027,168921741,168924420,168925078,168928457,"	PALLD
chr4	27	"186587782,186595688,186596539,186597681,186597971,186599897,186601268,186602902,186603175,186604376,186606069,186609182,186609800,186611385,186613108,186614190,186617004,186617707,186628153,186628487,186633683,186636024,186636584,186639721,186663298,186706562,186723663,"	"186589220,186595826,186597171,186597792,186598125,186600360,186601426,186603034,186603977,186604574,186606213,186609320,186610015,186611775,186613342,186614344,186617201,186621775,186628364,186628763,186633823,186636235,186636914,186639783,186663613,186709845,186723833,"	FAT1
chr4	36	"20251904,20256671,20257867,20268809,20467751,20480715,20486199,20488818,20491760,20510494,20511065,20519381,20523759,20524013,20528948,20531983,20533571,20539440,20541452,20542493,20546030,20548487,20549056,20550826,20553804,20567261,20567517,20568864,20589643,20595696,20596414,20598264,20610012,20616909,20617438,20618767,"	"20253994,20256743,20257939,20268881,20467823,20480787,20486271,20488982,20491899,20510566,20511137,20519453,20523903,20524177,20529099,20532058,20533715,20539584,20541619,20542626,20546099,20548559,20549128,20550898,20553968,20567386,20567615,20569004,20589737,20595834,20596655,20598395,20610167,20617198,20617650,20620561,"	SLIT2
chr4	37	"20251904,20256671,20257867,20268809,20467751,20480715,20486199,20488818,20491760,20510494,20511065,20519381,20523759,20524013,20525148,20528948,20531983,20533571,20539440,20541452,20542493,20546030,20548487,20549056,20550826,20553804,20567261,20567517,20568864,20589643,20595696,20596414,20598264,20610012,20616909,20617438,20618767,"	"20253994,20256743,20257939,20268881,20467823,20480787,20486271,20488982,20491899,20510566,20511137,20519453,20523903,20524177,20525172,20529099,20532058,20533715,20539584,20541619,20542626,20546099,20548559,20549128,20550898,20553968,20567386,20567615,20569004,20589737,20595834,20596655,20598395,20610167,20617198,20617650,20620561,"	SLIT2
chr4	37	"20251904,20256671,20257867,20268809,20467751,20480715,20486199,20488818,20490802,20491760,20510494,20511065,20519381,20523759,20524013,20528948,20531983,20533571,20539440,20541452,20542493,20546030,20548487,20549056,20550826,20553804,20567261,20567517,20568864,20589643,20595696,20596414,20598264,20610012,20616909,20617438,20618767,"	"20253994,20256743,20257939,20268881,20467823,20480787,20486271,20488982,20490814,20491899,20510566,20511137,20519453,20523903,20524177,20529099,20532058,20533715,20539584,20541619,20542626,20546099,20548559,20549128,20550898,20553968,20567386,20567615,20569004,20589737,20595834,20596655,20598395,20610167,20617198,20617650,20620561,"	SLIT2
chr4	23	"54229096,54258756,54261094,54263666,54264918,54267288,54267551,54270632,54272393,54273536,54274530,54274840,54277387,54277895,54278361,54280315,54285370,54285840,54287429,54288798,54289008,54290312,54295124,"	"54229415,54258817,54261412,54263927,54265049,54267460,54267741,54270748,54272520,54273730,54274625,54274973,54277492,54278006,54278515,54280482,54285486,54285963,54287541,54288898,54289114,54290554,54298245,"	PDGFRA
chr4	18	"65319562,65331972,65335931,65348053,65351388,65353041,65365016,65365931,65367356,65376997,65404373,65414283,65420440,65490376,65495387,65601640,65643362,65669436,"	"65324219,65332128,65336125,65348203,65351598,65353103,65365202,65366057,65367424,65377063,65404479,65414443,65420565,65490712,65495543,65602304,65643427,65669488,"	EPHA5
chr4	18	"65319562,65331972,65335931,65348053,65351388,65353041,65365016,65365931,65367356,65376997,65404373,65414283,65420440,65490376,65495387,65601640,65643362,65669561,"	"65324219,65332128,65336125,65348203,65351598,65353103,65365202,65366057,65367424,65377063,65404479,65414443,65420565,65490712,65495543,65602304,65643427,65670495,"	EPHA5
chr4	17	"65319562,65331972,65335931,65348053,65351388,65353041,65365016,65365931,65367356,65404373,65414283,65420440,65490376,65495387,65601640,65643362,65669561,"	"65324219,65332128,65336125,65348203,65351598,65353103,65365202,65366057,65367424,65404479,65414443,65420565,65490712,65495543,65602304,65643427,65670495,"	EPHA5
chr4	18	"65319562,65331972,65335931,65348053,65351388,65353041,65365016,65365931,65367356,65376997,65404373,65414283,65420440,65490376,65495387,65601640,65643362,65669561,"	"65324219,65332128,65336125,65348203,65351598,65353103,65365202,65366057,65367424,65377063,65404476,65414443,65420565,65490712,65495543,65602304,65643427,65670495,"	EPHA5
chr4	17	"65319562,65331972,65335931,65348053,65351388,65353041,65365016,65365931,65367356,65404373,65414283,65420440,65490376,65495387,65601640,65643362,65669561,"	"65324219,65332128,65336125,65348203,65351598,65353103,65365202,65366057,65367424,65404476,65414443,65420565,65490712,65495543,65602304,65643427,65670495,"	EPHA5
chr4	17	"65330557,65335931,65348053,65351388,65353041,65365016,65365931,65367356,65376997,65404373,65414283,65420440,65490376,65495387,65601640,65643362,65669561,"	"65332128,65336125,65348203,65351598,65353103,65365202,65366057,65367424,65377063,65404479,65414443,65420565,65490712,65495543,65602304,65643427,65670495,"	EPHA5
chr4	11	"105146684,105190359,105233896,105241338,105242833,105243569,105259618,105261758,105269609,105272563,105275047,"	"105146979,105190505,105237351,105241429,105242927,105243778,105259769,105261848,105269747,105272918,105279803,"	TET2
chr4	12	"152321257,152324183,152326005,152328207,152329671,152330731,152332595,152337801,152346929,152350041,152411302,152534940,"	"152323149,152324394,152326231,152328389,152329785,152330868,152332719,152337936,152347071,152350124,152411872,152535033,"	FBXW7
chr4	4	"152411159,152412479,152534940,152535126,"	"152411872,152412529,152535033,152535241,"	FBXW7
chr4	9	"184387721,184390702,184398914,184408157,184418166,184418531,184419468,184428977,184474378,"	"184389066,184390749,184399079,184408275,184418213,184418708,184419568,184429070,184474572,"	IRF2
chr4	16	"1721489,1723420,1723727,1727707,1730886,1731171,1735272,1735730,1737240,1737597,1739701,1739958,1740825,1744517,1744711,1744947,"	"1721643,1723583,1723870,1728787,1730962,1731301,1735325,1735834,1737328,1737702,1739778,1740002,1740986,1744624,1744832,1745178,"	TACC3
chr4	16	"1793311,1793832,1799253,1799746,1801366,1801619,1801834,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,"	"1793465,1794043,1799523,1799812,1801536,1801743,1802025,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,"	FGFR3
chr4	18	"1793311,1793832,1799253,1799746,1801366,1801619,1801834,1803691,1804329,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,"	"1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803836,1804520,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,"	FGFR3
chr4	18	"1793311,1793832,1799253,1799746,1801366,1801619,1801834,1802913,1804329,1804823,1805354,1805558,1805749,1806050,1806256,1806545,1806828,1807115,"	"1793465,1794043,1799523,1799812,1801536,1801743,1802025,1803064,1804520,1804969,1805476,1805669,1805940,1806173,1806327,1806683,1806934,1808872,"	FGFR3
chr4	13	"25655812,25662497,25662707,25664201,25666127,25667879,25669646,25670737,25671600,25673086,25674295,25674504,25676134,"	"25655890,25662612,25662842,25664330,25666271,25667991,25669842,25670833,25671721,25673254,25674412,25674629,25678748,"	SLC34A2
chr4	13	"25655812,25662497,25662704,25664201,25666127,25667879,25669646,25670737,25671600,25673086,25674295,25674504,25676134,"	"25655890,25662612,25662842,25664330,25666271,25667991,25669842,25670833,25671721,25673254,25674412,25674629,25678748,"	SLC34A2
chr4	13	"25656463,25662497,25662707,25664201,25666127,25667879,25669646,25670737,25671600,25673086,25674295,25674504,25676134,"	"25656564,25662612,25662842,25664330,25666271,25667991,25669842,25670833,25671721,25673254,25674412,25674629,25678748,"	SLC34A2
chr4	3	"41744081,41747348,41748369,"	"41746322,41747536,41748970,"	PHOX2B
chr4	21	"54657927,54695511,54698283,54699629,54703723,54707097,54709423,54723583,54725856,54727217,54727415,54727822,54728010,54729334,54731327,54731870,54733069,54736497,54736720,54737174,54738428,"	"54658081,54695781,54698565,54699766,54703892,54707287,54709539,54723698,54726038,54727324,54727542,54727927,54728121,54729485,54731419,54731998,54733192,54736609,54736820,54737280,54740715,"	KIT
chr4	21	"54657927,54695511,54698283,54699629,54703723,54707097,54709423,54723583,54725856,54727217,54727415,54727822,54728010,54729334,54731327,54731870,54733069,54736497,54736720,54737174,54738428,"	"54658081,54695781,54698565,54699766,54703892,54707287,54709539,54723698,54726050,54727324,54727542,54727927,54728121,54729485,54731419,54731998,54733192,54736609,54736820,54737280,54740715,"	KIT
chr4	30	"55078258,55081955,55082535,55087606,55088867,55089373,55089690,55089955,55092616,55094801,55095576,55096228,55097661,55098136,55098696,55101896,55102361,55104642,55105831,55106686,55107736,55110402,55110653,55113303,55114125,55114873,55115280,55118603,55121096,55125226,"	"55080163,55082041,55082635,55087758,55088973,55089473,55089802,55090078,55092714,55094955,55095665,55096342,55097766,55098272,55098803,55102028,55102508,55104984,55105940,55106810,55107893,55110566,55110768,55113481,55114265,55115042,55115411,55118800,55121190,55125595,"	KDR
chr4	15	"88007646,88019457,88036219,88038250,88043232,88046641,88051990,88056085,88057982,88061905,88065373,88065761,88067897,88074811,88075457,"	"88008328,88019571,88036353,88038501,88043457,88046870,88052158,88056267,88058103,88062004,88065495,88065879,88068061,88074959,88077779,"	PKD2
chr4	10	"99306386,99310764,99311520,99313820,99315897,99316214,99318045,99318784,99320792,99321313,"	"99307864,99310903,99311656,99314081,99316117,99316302,99318184,99318886,99320914,99321442,"	ADH1B
chr4	9	"99306386,99310764,99311520,99313820,99315897,99316214,99318045,99318784,99321313,"	"99307864,99310903,99311656,99314081,99316117,99316302,99318184,99318886,99321442,"	ADH1B
